FACILITY_ID,FACILITY_NAME,CERTIFICATION_NUMBER,AREA_OFFICE_ABBREV,FACILITY_ADDRESS_1,FACILITY_ADDRESS_2,FACILITY_CITY,FACILITY_ZIP,COUNTY,PHONE,FACILITY_WEBSITE,OPERATOR,OPERATOR_ADDRESS_1,OPERATOR_ADDRESS_2,OPERATOR_CITY,OPERATOR_STATE,OPERATOR_ZIP,MEDICARE_CERTIFIED,MEDICARE_NUMBER,MEDICAID_CERTIFIED,OWNERSHIP,MULTICAMPUS_FACILITY_ID,NOTES,OCCUPANCY_RATE,OCCUPANCY_REPORT_DATE,OCCUPANCY_EXCEPTION_COMMENT,AVERAGE_OCCUPIED_BEDS,INSP_STANDARD_HEALTH,INSP_LSC,INSP_TOTAL,INSP_HARM,INSP_PERCENT_HARM,COMP_RECEIVED,COMP_RECEIVED_PER_100,COMP_SELF_REPORTED,COMP_ONSITE,COMP_CITATIONS,COMP_CITATIONS_PER_100,COMP_DEF_ADMINISTRATION,COMP_DEF_QUALITY_OF_CARE,COMP_DEF_RESIDENT_RIGHTS,COMP_DEF_DIETARY_SERVICES,COMP_DEF_PHYSICAL_ENVIRONMENT,COMP_DEF_OTHER_SERVICES,COMP_DEF_TOTAL,TOTAL_BEDS,EMPLOYEE_FLU_VACCINATION_RATE,VACCINATION_RATE_REPORT_DATE
1218,Beth Abraham Center for Rehabilitation and Nursing,7000399N,5NYC,612 Allerton Avenue                    ,,Bronx                    ,10467,Bronx,7188813000,http://www.bethabrahamhealthservices.org/,Abraham Operations Associates LLC,4770 White Plains Road #3,,Bronx,NY,10470,1,335201,1,Proprietary--LLC,,,0.989,10/25/17 0:00,,435.53,13,20,33,0,0,136,31.2,0.32,29,2,0.5,0,0,2,0,0,0,2,448,0.37,13-Apr
1219,Workmen's Circle Multicare Center,7000390N,5NYC,3155 Grace Avenue                      ,,Bronx                    ,10469,Bronx,7183798100,http://wcmcc.org/,"JOPAL BRONX, LLC",3155 Grace Avenue,,Bronx,NY,10469,1,335227,1,Proprietary--LLC,,,0.966,12/13/17 0:00,,509.14,2,7,9,0,0,252,49.5,0.56,52,1,0.2,0,1,0,0,0,0,1,524,0.82,13-Apr
1221,Methodist Home for Nursing and Rehabilitation,7000311N,5NYC,4499 Manhattan College Parkway         ,,Bronx                    ,10471,Bronx,7185485100,http://www.methodisthome.org/,Methodist Church Home for the Aged Inc,4499 Manhattan College Parkway         ,,Bronx                    ,NY,10471,1,335524,1,Voluntary--Not for Profit Corporation,,,0.975,12/6/17 0:00,,111.91,10,19,29,0,0,34,30.4,0.82,3,0,0,0,0,0,0,0,0,0,120,0.67,13-Apr
1222,Jeanne Jugan Residence,7000313N,5NYC,2999 Schurz Avenue                     ,,Bronx                    ,10465,Bronx,3473291800,http://www.littlesistersofthepoorbronx.org/,Home for the Aged of The Little Sisters of The Poor Of The City Of NY,3200 Baychester Avenue                 ,,Bronx                    ,NY,10475,1,335849,1,Voluntary--Not for Profit Corporation,,,1,12/13/17 0:00,,29.41,1,9,10,0,0,6,20.4,0.33,2,1,3.4,0,0,1,0,0,0,1,30,0.55,13-Apr
1223,Rebekah Rehab and Extended Care Center,7000314N,5NYC,1072 Havemeyer Avenue                  ,,Bronx                    ,10462,Bronx,7188636200,http://www.rebekahrehab.org/,United Odd Fellow and Rebekah Home,1072 Havemeyer Avenue                  ,,Bronx                    ,NY,10462,1,335557,1,Voluntary--Not for Profit Corporation,,,0.953,12/6/17 0:00,,207.33,8,8,16,0,0,33,15.9,0.09,13,0,0,0,0,0,0,0,0,0,213,0.45,13-Apr
1224,Schervier Nursing Care Center,7000800N,5NYC,2975 Independence Ave                  ,,Bronx                    ,10463,Bronx,7185548801,http://www.scherviercares.org/our-services-schervier-nursing-care-center.html,Riverdale SNF LLC,2975 Independence Avenue,,Bronx,NY,10463,1,335015,1,Proprietary--LLC,,,0.962,12/13/17 0:00,,346.87,8,23,31,0,0,82,23.6,0.37,22,4,1.2,0,1,2,1,0,0,4,364,0.48,13-Apr
1225,The Plaza Rehab and Nursing Center,7000396N,5NYC,100 West Kingsbridge Road              ,,Bronx                    ,10468,Bronx,7184101500,http://www.jewishhome.org/our-services/our-campuses/bronx,TCPRNC LLC,100 West Kingsbridge Road,,Bronx,NY,10468,1,335462,1,Proprietary--LLC,,,0.966,12/6/17 0:00,,737.24,3,21,24,0,0,179,24.3,0.39,36,0,0,0,0,0,0,0,0,0,744,0.51,13-Apr
1226,Gold Crest Care Center,7000376N,5NYC,2316 Bruner Avenue                     ,,Bronx                    ,10469,Bronx,7188826400,http://www.goldcrestcc.com/,Gold Crest Care Center,2316 Bruner Ave                        ,,Bronx                    ,NY,10469,1,335079,1,Proprietary--Business Corporation,,,0.926,12/13/17 0:00,,169.78,4,14,18,0,0,95,56,0.6,15,1,0.6,0,0,0,0,0,1,1,175,0.26,13-Apr
1227,Bainbridge Nursing & Rehabilitation Center,7000319N,5NYC,3518 Bainbridge Avenue                 ,,Bronx                    ,10467,Bronx,7186551991,,Bainbridge Nursing & Rehabilitation Ctr LLC,1639 52nd Street                       ,,Brooklyn                 ,NY,11204,1,335373,1,Proprietary--LLC,,,0.995,12/13/17 0:00,,188.72,11,20,31,0,0,62,32.9,0.5,15,0,0,0,0,0,0,0,0,0,200,0.15,13-Apr
1231,Eastchester Rehabilitation and Health Care Center,7000383N,5NYC,2700 Eastchester Road                  ,,Bronx                    ,10469,Bronx,7182315550,http://www.sentosacare.com/showfacilities.php?facilityid=4,"Eastchester Rehabilitation and Health Care Center, LLC",2700 Eastchester Road                  ,,Bronx                    ,NY,10469,1,335214,1,Proprietary--LLC,,,0.96,12/13/17 0:00,,192.01,14,12,26,0,0,106,55.2,0.54,24,0,0,0,0,0,0,0,0,0,200,,
1232,Hudson Pointe at Riverdale Center for Nursing and Rehabilitation,7000394N,5NYC,3220 Henry Hudson Parkway              ,,Bronx                    ,10463,Bronx,7185142000,http://www.hudsonpointerehab.com/,"Hudson Pointe Acquisition, LLC",3220 Henry Hudson Parkway,,Bronx,NY,10463,1,335187,1,Proprietary--Business Corporation,,,0.987,12/13/17 0:00,,153.25,10,15,25,0,0,73,47.6,0.44,15,1,0.7,0,0,1,0,0,0,1,159,0.4,13-Apr
1233,Fieldston Lodge Care Center,7000385N,5NYC,666 Kappock Street                     ,,Bronx                    ,10463,Bronx,7185491203,http://www.fieldstonlodgecarecenter.com/,Fieldston Operating LLC,666 Kappock Street                     ,,Bronx                    ,NY,10463,1,335248,1,Proprietary--LLC,,,0.96,12/13/17 0:00,,183.06,22,25,47,0,0,83,45.3,0.4,19,1,0.5,0,0,1,0,0,0,1,200,,
1234,The Citadel Rehab and Nursing Center at Kingsbridge,7000393N,5NYC,3400 Cannon Place                      ,,Bronx                    ,10463,Bronx,7187968100,http://khrcc.com/,Highland View Care Center Operating Co. LLC,3400 Cannon Place,,Bronx,NY,10463,1,335028,1,Proprietary--LLC,,,0.948,12/13/17 0:00,,374.65,21,6,27,2,0.07,132,35.2,0.58,18,4,1.1,0,1,2,0,1,0,4,385,0.67,13-Apr
1235,Morris Park Nursing Home,7000328N,5NYC,1235 Pelham Parkway North              ,,Bronx                    ,10469,Bronx,7182314300,,"Berkowitz,Morris",1548 54th Street                       ,,Brooklyn                 ,NY,11219,1,335347,1,Proprietary--Individual,,,0.927,12/13/17 0:00,,184.32,3,17,20,0,0,52,28.2,0.52,9,1,0.5,0,0,1,0,0,0,1,191,0.67,13-Apr
1236,Mosholu Parkway Nursing & Rehabilitation Center,7000329N,5NYC,3356 Perry Avenue                      ,,Bronx                    ,10467,Bronx,7186553568,,Mosholu Parkway Nursing&Rehabilitation Center LLC,3356 Perry Avenue                      ,,Brooklyn                 ,NY,11204,1,335030,1,Proprietary--LLC,,,0.943,11/29/17 0:00,,118.66,4,20,24,0,0,30,25.3,0.43,11,0,0,0,0,0,0,0,0,0,122,0.21,13-Apr
1238,Park Gardens Rehabilitation & Nursing Center LLC,7000382N,5NYC,6585 Broadway                          ,,Riverdale                ,10471,Bronx,7185492200,http://www.parkgardensrnc.com/,Park Gardens Rehabilitation and Nursing Center LLC,6585 Broadway                          ,,Riverdale                ,NY,10471,1,335287,1,Proprietary--LLC,,,0.97,11/1/17 0:00,,195.1,20,12,32,0,0,81,41.5,0.86,12,1,0.5,0,0,1,0,0,0,1,200,0.28,13-Apr
1241,Riverdale Nursing Home,7000357N,5NYC,641 West 230th St                      ,,Bronx                    ,10463,Bronx,7187964800,http://www.riverdalenursinghome.com/,Riverdale Nursing Home Inc,641 West 230th Street                  ,,Bronx                    ,NY,10463,1,335096,1,Proprietary--Business Corporation,,,0.877,12/13/17 0:00,,126.54,22,35,57,0,0,73,57.7,0.38,16,1,0.8,0,1,0,0,0,0,1,146,,
1242,Regeis Care Center,7000356N,5NYC,3200 Baychester Ave                    ,,Bronx                    ,10475,Bronx,7183203700,http://www.regeiscarecenter.com/,"Regeis Care Center,LLC",946 East 211th Street                  ,,Bronx                    ,NY,10469,1,335019,1,Proprietary--LLC,,,0.928,12/6/17 0:00,,219.87,4,4,8,0,0,52,23.7,0.31,9,0,0,0,0,0,0,0,0,0,236,0.14,13-Apr
1243,Split Rock Rehabilitation and Health Care Center,7000384N,5NYC,3525 Baychester Ave                    ,,Bronx                    ,10466,Bronx,7187988900,,"Split Rock Rehabilitation and Health Care Center, LLC",3525 Baychester Avenue                 ,,Bronx                    ,NY,10466,1,335321,1,Proprietary--LLC,,,0.933,12/6/17 0:00,,227.18,8,18,26,0,0,90,39.6,0.32,20,0,0,0,0,0,0,0,0,0,240,0.33,13-Apr
1244,University Center for Rehabilitation and Nursing,7000337N,5NYC,2505 Grand Ave                         ,,Bronx                    ,10468,Bronx,7182951400,http://universitynh.com/,University Nursing Home LLC,10 Garden Court                        ,,Far Rockaway             ,NY,11691,1,335061,1,Proprietary--LLC,,,0.957,12/6/17 0:00,,44.78,4,24,28,0,0,25,55.8,0.68,4,0,0,0,0,0,0,0,0,0,46,0.81,13-Apr
1245,Pelham Parkway Nursing Care and Rehabilitation Facility LLC,7000338N,5NYC,2401 Laconia Ave                       ,,Bronx                    ,10469,Bronx,7187988600,http://www.pelhamparkwaynursing.com/,Pelham Parkway Nursing Care and Rehabilitation Facility LLC,2401 Laconia Avenue                    ,,Bronx                    ,NY,10469,1,335486,1,Proprietary--LLC,,,0.975,12/13/17 0:00,,193.02,7,16,23,0,0,54,28,0.61,11,0,0,0,0,0,0,0,0,0,200,0.56,13-Apr
1246,Bronx Park Rehabilitation & Nursing Center,7000380N,5NYC,3845 Carpenter Ave                     ,,Bronx                    ,10467,Bronx,7187981100,http://www.bronxparkcenter.com/,"White Plains Nursing Home, Inc",3845 Carpenter Avenue                  ,,Bronx                    ,NY,10467,1,335358,1,Proprietary--Business Corporation,,,0.983,12/6/17 0:00,,227.8,5,11,16,0,0,45,19.8,0.47,9,0,0,0,0,0,0,0,0,0,240,0.4,13-Apr
1247,Williamsbridge Center for Rehabilitation and Nursing,7000379N,5NYC,1540 Tomlinson Avenue                  ,,Bronx                    ,10461,Bronx,7188926600,http://williamsbridgemanor.com/,"Williamsbridge Manor Nursing Home, LLC",1540 Tomlinson Avenue                  ,,Bronx                    ,NY,10461,1,335048,1,Proprietary--LLC,,,0.948,11/8/17 0:00,,73.77,5,22,27,0,0,60,81.3,0.45,15,0,0,0,0,0,0,0,0,0,77,0.8,13-Apr
1248,Laconia Nursing Home,7000370N,5NYC,1050 East 230th Street                 ,,Bronx                    ,10466,Bronx,7186545875,http://www.laconianursinghome.com/,"Laconia Nursing Home, Inc",1050 East 230th Street                 ,,Bronx                    ,NY,10466,1,335388,1,Proprietary--Business Corporation,,,0.925,12/13/17 0:00,,229.7,7,8,15,0,0,57,24.8,0.56,10,0,0,0,0,0,0,0,0,0,240,0.52,13-Apr
1249,Triboro Center for Rehabilitation and Nursing,7000398N,5NYC,1160 Teller Ave                        ,,Bronx                    ,10456,Bronx,7182931500,,DOJ OPERATIONS ASSOCIATES LLC,1160 Teller Avenue,,Bronx,NY,10456,1,335445,1,Proprietary--LLC,,,0.99,12/13/17 0:00,,388.66,24,33,57,0,0,282,72.6,0.55,37,1,0.3,0,0,1,0,0,0,1,405,,
1250,Kings Harbor Multicare Center,7000372N,5NYC,2000 E Gunhill Road                    ,,Bronx                    ,10469,Bronx,7183200400,http://www.kingsharbor.com/,"Bronx Harbor Health Care Complex, Inc",2000 East Gun Hill Rd                  ,,Bronx                    ,NY,10469,1,335644,1,Proprietary--Business Corporation,,,0.932,12/13/17 0:00,,683.65,4,14,18,0,0,93,13.6,0.47,24,1,0.1,0,0,0,0,0,1,1,720,0.49,13-Apr
1251,Bronx Center for Rehabilitation & Health Care,7000381N,5NYC,1010 Underhill Ave                     ,,Bronx                    ,10472,Bronx,7188636700,http://bronxcenter.net/,"Bronx Center for Rehabilitation & Health Care, LLC",1010 Underhill Avenue                  ,,Bronx                    ,NY,10472,1,335506,1,Proprietary--LLC,,,1,12/13/17 0:00,,194.26,20,23,43,0,0,46,23.7,0.59,9,0,0,0,0,0,0,0,0,0,200,0.71,13-Apr
1252,Morningside Nursing and Rehabilitation Center,7000391N,5NYC,1000 Pelham Parkway South              ,,Bronx                    ,10461,Bronx,7184098200,http://www.aiamsh.org/,"Morningside Acquisition I, LLC",1000 Pelham Parkway South,,Bronx,NY,10461,1,335484,1,Proprietary--LLC,,,0.975,12/13/17 0:00,,304.89,4,3,7,0,0,158,51.8,0.61,22,1,0.3,0,0,1,0,0,0,1,314,,
1253,"Concourse Rehabilitation and Nursing Center, Inc",7000375N,5NYC,1072 Grand Concourse                   ,,Bronx                    ,10456,Bronx,7186814000,http://concourserehab.com/,"Concourse Rehabilitation and Nursing Center, Inc",1072 Grand Concourse                   ,,Bronx                    ,NY,10456,1,335493,1,Proprietary--Business Corporation,,,0.996,12/6/17 0:00,,235.66,11,10,21,0,0,41,17.4,0.12,15,1,0.4,0,1,0,0,0,0,1,240,0.64,13-Apr
1255,Bethany Nursing Home & Health Related Facility Inc,0722301N,2ROCH,3005 Watkins Road                      ,,Horseheads               ,14845,Chemung,6077398711,http://www.bethany-village.org/,Bethany Nursing Home & Health Related Facility Inc,751 Watkins Road                       ,,Horseheads               ,NY,14845,1,335645,1,Voluntary--Not for Profit Corporation,,,0.95,12/13/17 0:00,,114.4,29,20,49,0,0,65,56.8,0.63,29,3,2.6,0,2,1,0,0,0,3,120,0.86,13-Apr
1257,Wayne Center for Nursing & Rehabilitation,7000350N,5NYC,3530 Wayne Avenue                      ,,Bronx                    ,10467,Bronx,7186551700,,Wayne Ctr for Nursing & Rehabilitation LLC,1639 52 Street                         ,,Brooklyn                 ,NY,11204,1,335495,1,Proprietary--LLC,,,0.938,12/13/17 0:00,,228.8,8,19,27,0,0,41,17.9,0.37,14,0,0,0,0,0,0,0,0,0,243,0.46,13-Apr
1258,Fordham Nursing and Rehabilitation Center,7000395N,5NYC,2678 Kingsbridge Terrace               ,,Bronx                    ,10463,Bronx,7187965800,http://www.terrace-healthcare.com/,"Terrace Acquisition II, LLC",2678 Kingsbridge Terrace,,Bronx,NY,10463,1,335659,1,Proprietary--LLC,,,0.9,12/13/17 0:00,,228.68,4,15,19,0,0,213,93.1,0.63,16,2,0.9,0,1,0,0,1,0,2,240,0.36,13-Apr
1260,"Bay Park Center for Nursing and Rehabilitation, LLC",7000389N,5NYC,801 Co-Op City Blvd                    ,,Bronx                    ,10475,Bronx,7182396500,,"Bay Park Center for Nursing and Rehabilitation, LLC",801 Co-Op City Boulevard               ,,Bronx                    ,NY,10475,1,335581,1,Proprietary--LLC,,,0.981,11/29/17 0:00,,465.9,24,16,40,0,0,184,39.5,0.34,42,3,0.6,0,1,1,0,1,0,3,480,,
1277,East Haven Nursing & Rehabilitation Center,7000360N,5NYC,2323-27 Eastchester Road               ,,Bronx                    ,10469,Bronx,7186552848,,"East Haven Nursing & Rehabilitation Center, LLC",2323-27 Eastchester Road               ,,Bronx                    ,NY,10469,1,335723,1,Proprietary--LLC,,,0.98,12/6/17 0:00,,193.65,20,10,30,4,0.13,40,20.7,0.38,12,4,2.1,2,1,1,0,0,0,4,200,0.1,13-Apr
1316,Rutland Nursing Home Co Inc,7001033N,5NYC,585 Schenectady Ave                    ,,Brooklyn                 ,11203,Kings,7186045000,http://www.kingsbrook.org/Healthcare_Services_Medical_Education/Centers_of_Excellence/Rutland_Nursing_Home.aspx,Rutland Nursing Home Company Inc,585 Schenectady Ave                    ,,Brooklyn                 ,NY,11203,1,335537,1,Voluntary--Not for Profit Corporation,,,0.882,12/13/17 0:00,,439.95,25,20,45,0,0,111,25.2,0.37,17,0,0,0,0,0,0,0,0,0,466,0.49,13-Apr
1361,Haym Solomon Home for the Aged,7001369N,5NYC,2340 Cropsey Avenue                    ,,Brooklyn                 ,11214,Kings,7183731700,http://www.haymsalomonhome.com/,"Haym Solomon Home for the Aged, LLC",2300 Cropsey Avenue                    ,,Brooklyn                 ,NY,11214,1,335656,1,Proprietary--Partnership,,,0.913,12/13/17 0:00,,224.57,3,6,9,0,0,47,20.9,0.53,12,0,0,0,0,0,0,0,0,0,240,,
1364,King David Center for Nursing and Rehabilitation,7001803N,5NYC,2266 Cropsey Avenue                    ,,Brooklyn                 ,11214,Kings,7182666100,http://www.sephardichome.org/,SGRNC LLC,2266 Cropsey Avenue,,Brooklyn,NY,11214,1,335545,1,Proprietary--LLC,,,0.93,12/13/17 0:00,,254.03,15,21,36,0,0,69,27.2,0.17,17,1,0.4,0,1,0,0,0,0,1,271,0.23,13-Apr
1368,Brooklyn United Methodist Church Home,7001308N,5NYC,1485 Dumont Avenue                     ,,Brooklyn                 ,11208,Kings,7188274500,http://www.bumch.org/,Brooklyn United Methodist Church Home Inc,1485 Dumont Avenue                     ,,Brooklyn                 ,NY,11208,1,335604,1,Voluntary--Not for Profit Corporation,,,0.967,12/6/17 0:00,,116.98,7,15,22,0,0,48,41,0.63,13,0,0,0,0,0,0,0,0,0,120,0.24,13-Apr
1369,"NY Congregational Nursing Center, Inc",7001309N,5NYC,135 Linden Boulevard                   ,,Brooklyn                 ,11226,Kings,7182840039,http://www.nycnc.org/nursing.htm,New York Congregational Nursing Center,135 Linden Boulevard                   ,,Brooklyn                 ,NY,11226,1,335560,1,Voluntary--Not for Profit Corporation,,,0.9,12/13/17 0:00,,191.79,3,25,28,0,0,46,24,0.52,7,0,0,0,0,0,0,0,0,0,200,0.52,13-Apr
1370,The Riverside,7002360N,5NYC,150 Riverside Drive                    ,,New York                 ,10024,New York,6465053500,http://www.archcare.org/kateri-residence.html,"150 Riverside OP, LLC",150 Riverside Drive,,New York,NY,10024,1,335334,1,Proprietary--LLC,,,,,Recent data not available.,502.6,29,33,62,1,0.02,213,42.4,0.37,47,10,2,2,2,3,0,3,0,10,520,,
1372,"Lutheran Augustana Center for Extended Care & Rehabilitation, Inc",7001313N,5NYC,5434 Second Avenue                     ,,Brooklyn                 ,11204,Kings,7186306000,http://www.lutheranaugustanacenter.com/pages/main.html,"Lutheran Augustana Center for Extended Care & Rehabilitation, Inc.",5434 Second Avenue                     ,,Brooklyn                 ,NY,11220,1,335521,1,Voluntary--Not for Profit Corporation,,,0.483,12/6/17 0:00,,200.39,2,16,18,0,0,38,19,0.42,9,1,0.5,0,1,0,0,0,0,1,240,0.27,13-Apr
1373,Seagate Rehabilitation and Nursing Center,7001801N,5NYC,3015 W 29 St                           ,,Brooklyn                 ,11224,Kings,7182665700,http://www.mjhs.org/rehab-and-nursing-centers/shorefront/,Shorefront Operating LLC,3015 W. 29th Street,,Brooklyn,NY,11224,1,335513,1,Proprietary--LLC,,,0.925,12/13/17 0:00,,338.96,7,14,21,0,0,108,31.9,0.45,22,1,0.3,0,0,1,0,0,0,1,360,0.28,13-Apr
1374,Norwegian Christian Home and Health Center,7001316N,5NYC,1270-67th Street                       ,,Brooklyn                 ,11219,Kings,7182322322,http://www.nchhc.org/,Norwegian Christian Home and Health Center Inc,1270 67th Street                       ,,Brooklyn                 ,NY,11219,1,335523,1,Voluntary--Not for Profit Corporation,,,1,12/6/17 0:00,,126.14,7,15,22,0,0,50,39.6,0.66,6,1,0.8,0,1,0,0,0,0,1,135,0.54,13-Apr
1376,Schulman and Schachne Institute for Nursing And Rehabilitation,7001318N,5NYC,555 Rockaway Parkway                   ,,Brooklyn                 ,11212,Kings,7182405775,http://www.brookdalehospital.org/facilities/schulman-and-schachne-institute.html,"The Schulman and Schachne Institute for Nursing And Rehab,Inc",One Brookdale Plaza                    ,,Brooklyn                 ,NY,11212,1,335381,1,Voluntary--Not for Profit Corporation,,,0.922,12/6/17 0:00,,422.52,0,7,7,0,0,111,26.3,0.5,15,2,0.5,0,1,0,0,0,1,2,448,0.36,13-Apr
1378,Williamsville Suburban LLC,1421306N,1BUFF,163 South Union Road                   ,,Williamsville            ,14221,Erie,7166326152,,"Williamsville Suburban, LLC",163 Union Road                         ,,Williamsville            ,NY,14221,1,335647,1,Proprietary--LLC,,,0.823,12/13/17 0:00,,182.66,69,21,90,0,0,227,124.3,0.44,60,24,13.1,0,11,12,0,1,0,24,220,,
1379,"New Carlton Rehab and Nursing Center, LLC",7001386N,5NYC,405 Carlton Ave                        ,,Brooklyn                 ,11238,Kings,7187896262,http://carltonnh.com/,"New Carlton Rehab and Nursing Center, LLC",405 Carlton Avenue                     ,,New York                 ,NY,11238,1,335131,1,Proprietary--LLC,,,0.939,12/6/17 0:00,,137.46,12,20,32,0,0,33,24,0.33,8,2,1.5,1,1,0,0,0,0,2,148,0.36,13-Apr
1380,"Caton Park Rehabilitation and Nursing Center, LLC",7001366N,5NYC,1312 Caton Avenue                      ,,Brooklyn                 ,11226,Kings,7186937000,,"Caton Park Rehabilitation and Nursing Center, LLC",1312 Caton Avenue,,Brooklyn,NY,11226,1,335245,1,Proprietary--LLC,,,0.941,12/13/17 0:00,,115.03,0,9,9,0,0,15,13,0.33,4,0,0,0,0,0,0,0,0,0,119,,
1381,"Cobble Hill Health Center, Inc",7001323N,5NYC,380 Henry Street                       ,,Brooklyn                 ,11201,Kings,7188556789,http://www.cobblehill.org/,"Cobble Hill Health Center, Inc",380 Henry Street,,Brooklyn                 ,NY,11201,1,335174,1,Voluntary--Not for Profit Corporation,,,0.898,11/29/17 0:00,,353.91,2,11,13,0,0,102,28.8,0.44,21,0,0,0,0,0,0,0,0,0,364,0.42,13-Apr
1383,The Chateau at Brooklyn Rehabilitation and Nursing Center,7001807N,5NYC,3457 Nostrand Avenue                   ,,Brooklyn                 ,11229,Kings,7186151100,http://crowncares.com/,"CNH Operating, LLC",3457 Nostrand Ave,,Brooklyn,NY,11229,1,335290,1,Proprietary--LLC,,,0.942,12/6/17 0:00,,173.01,8,6,14,0,0,66,38.1,0.39,13,1,0.6,0,0,0,0,1,0,1,189,0.52,13-Apr
1391,Oxford Nursing Home,7001373N,5NYC,144 So Oxford St                       ,,Brooklyn                 ,11217,Kings,7186380360,,"Oxford Nursing Home, Inc",144 South Oxford Street                ,,Brooklyn                 ,NY,11217,1,335163,1,Proprietary--Business Corporation,,,0.915,12/13/17 0:00,,216.82,6,17,23,0,0,47,21.7,0.66,8,1,0.5,0,0,1,0,0,0,1,235,0.61,13-Apr
1392,Palm Gardens Center for Nursing and Rehabilitation,7001391N,5NYC,615 Avenue C                           ,,Brooklyn                 ,11218,Kings,7186333300,http://www.palmgardenscenter.com/,"Palm Gardens Care Center, LLC",615 Avenue C                           ,,Brooklyn                 ,NY,11218,1,335328,1,Proprietary--LLC,,,0.983,12/13/17 0:00,,234.24,8,13,21,0,0,49,20.9,0.31,14,0,0,0,0,0,0,0,0,0,240,0.32,13-Apr
1393,The Heritage Rehabilitation and Health Care Center,7001392N,5NYC,5606 15th Ave                          ,,Brooklyn                 ,11219,Kings,7188511000,http://theheritagecenter.com/,"Palm Tree Care Center, LLC",5606 15th Avenue                       ,,Brooklyn                 ,NY,11219,1,335104,1,Proprietary--LLC,,,0.962,12/13/17 0:00,,74.83,1,13,14,0,0,23,30.7,0.7,3,0,0,0,0,0,0,0,0,0,79,0.48,13-Apr
1395,Brooklyn Center for Rehabilitation and Residential Health Care,7001388N,5NYC,1455 Coney Island Avenue               ,,Brooklyn                 ,11230,Kings,7182529800,http://brooklynrehab.net/,"Prospect Park Operating, LLC",1455 Coney Island Avenue               ,,Brooklyn                 ,NY,11230,1,335178,1,Proprietary--LLC,,,0.967,11/29/17 0:00,,208.35,12,17,29,0,0,88,42.2,0.59,17,0,0,0,0,0,0,0,0,0,215,0.39,13-Apr
1398,Sheepshead Nursing & Rehabilitation Center,7001362N,5NYC,2840 Knapp St                          ,,Brooklyn                 ,11235,Kings,7186465700,http://www.snrhc.com/,"Sheepshead Nursing & Rehabilitation Center, LLC",2840 Knapp Street                      ,,Brooklyn                 ,NY,11235,1,335677,1,Proprietary--LLC,,,0.93,12/13/17 0:00,,190.58,2,7,9,0,0,57,29.9,0.19,13,0,0,0,0,0,0,0,0,0,200,0.16,13-Apr
1399,Shore View Nursing & Rehabilitation Center,7001399N,5NYC,2865 Brighton 3rd Street               ,,Brooklyn                 ,11235,Kings,7188914400,http://www.shoreviewrehab.com/,"Shore View Acquisition I, LLC",2865 Brighton & 3rd Street,,Brooklyn,NY,11235,1,335288,1,Proprietary--LLC,,,0.878,12/13/17 0:00,,291.24,2,5,7,0,0,98,33.6,0.53,15,0,0,0,0,0,0,0,0,0,320,,
1400,Spring Creek Rehabilitation & Nursing Care Center,7001384N,5NYC,660 Louisiana Avenue                 ,,Brooklyn                 ,11239,Kings,7186697100,,Willoughby Rehabilitation & Health Care Center LLC,945 Willoughby Ave                     ,,Brooklyn                 ,NY,11220,1,335125,1,Proprietary--LLC,,,0.984,12/13/17 0:00,,182.67,12,9,21,0,0,68,37.2,0.31,22,0,0,0,0,0,0,0,0,0,188,0.22,13-Apr
1401,Sea Crest Nursing and Rehabilitation Center,7001806N,5NYC,3035 West 24th St                      ,,Brooklyn                 ,11224,Kings,7183724500,http://www.seacresthcc.com/,"Sea Crest Acquisition 1, LLC",3035 W. 24th Street,,Brooklyn,NY,11224,1,335411,1,Proprietary--LLC,,,0.925,12/13/17 0:00,,271.28,4,0,4,0,0,205,75.6,0.82,22,1,0.4,0,0,1,0,0,0,1,305,,
1403,Boro Park Center for Rehabilitation and Healthcare,7001394N,5NYC,4915 10th Ave                          ,,Brooklyn                 ,11219,Kings,7188513700,http://boroparkcenter.net/,"Boro Park Operating Co, LLC",4915 Tenth Avenue,,Brooklyn,NY,11219,1,335470,1,Proprietary--LLC,,,0.97,12/13/17 0:00,,498.07,6,17,23,0,0,125,25.1,0.62,22,0,0,0,0,0,0,0,0,0,504,0.9,13-Apr
1404,Concord Nursing Home Inc,7001348N,5NYC,300 Madison Street                     ,,Brooklyn                 ,11216,Kings,7186367500,http://www.concordcares.org/482209.ihtml,Concord Nursing Home Inc,300 Madison Street                     ,,Brooklyn                 ,NY,11216,1,335538,1,Voluntary--Not for Profit Corporation,,,0.907,12/6/17 0:00,,119.95,13,18,31,0,0,49,40.9,0.37,11,1,0.8,0,0,0,0,1,0,1,140,0.14,13-Apr
1405,The Phoenix Rehabilitation and Nursing Center,7001802N,5NYC,140 St Edwards Street                  ,,Brooklyn                 ,11201,Kings,7188586400,http://atlantisrehab.net/,Atlantis Operating LLC,140 St. Edwards St.,,Brooklyn,NY,11201,1,335516,1,Proprietary--LLC,,,0.943,12/13/17 0:00,,381.62,8,6,14,0,0,35,9.2,0.29,9,3,0.8,1,0,0,0,0,2,3,400,0.56,13-Apr
