FACILITY_ID,SURVEY_DATE,DEFICIENCY_CATEGORY,STIP_NUMBER,STIP_DATE,FINE_ASSESSED,STIP_PDF_NAME,facility_name_BN
609,9/21/01 0:00,Quality of Care,NH-02-084,10/21/02 0:00,4000,pfi0609nh_02_084.pdf,Heritage Health Care Center
4328,8/22/11 0:00,Multiple Deficiencies,NH-16-037,1/11/16 0:00,22000,pfi4328nh_16_037.pdf,Highbridge Woodycrest Center
547,8/8/07 0:00,Quality of Care,NH-08-034,6/18/08 0:00,6000,pfi0547nh_08_034.pdf,Highfield Gardens Care Center of Great Neck
547,8/27/04 0:00,Quality of Care,NH-05-039,8/16/05 0:00,1000,pfi0547nh_05_039.pdf,Highfield Gardens Care Center of Great Neck
547,7/2/02 0:00,Quality of Care,NH-05-044,9/1/05 0:00,2000,pfi0547nh_05_044.pdf,Highfield Gardens Care Center of Great Neck
1711,,Multiple Deficiencies,NH-06-007,4/3/06 0:00,15000,pfi1711nh_06_007.pdf,Highland Care Center
805,,Multiple Deficiencies,NH-07-054,6/29/07 0:00,3000,pfi0805nh_07_054.pdf,Highland Nursing Home Inc
41,10/15/09 0:00,Quality of Care,NH-10-059,11/25/10 0:00,2000,pfi0041nh_10_059.pdf,Highland Park Rehabilitation and Nursing Center
41,10/15/09 0:00,Quality of Care,NH-10-062,12/6/10 0:00,2000,pfi0041nh_10_062.pdf,Highland Park Rehabilitation and Nursing Center
41,10/25/13 0:00,Other Services,NH-16-018,1/5/16 0:00,10000,pfi0041nh_16_018.pdf,Highland Park Rehabilitation and Nursing Center
41,7/14/16 0:00,Physical Environment,NH-17-002,1/3/17 0:00,2000,pfi0041nh_17_002.pdf,Highland Park Rehabilitation and Nursing Center
691,8/29/02 0:00,Quality of Care,NH-02-115,12/20/02 0:00,2000,pfi0691nh_02_115.pdf,Highland Rehabilitation and Nursing Center
691,8/28/03 0:00,Quality of Care,NH-04-066,9/28/04 0:00,2000,pfi0691nh_04_066.pdf,Highland Rehabilitation and Nursing Center
5716,9/12/03 0:00,Quality of Care,NH-04-082,10/26/04 0:00,2000,pfi5716nh_04_082.pdf,Highlands Living Center
3182,4/17/15 0:00,Multiple Deficiencies,NH-16-070,1/13/16 0:00,16000,pfi3182nh_16_070.pdf,Highpointe on Michigan Health Care Facility
917,10/6/15 0:00,Multiple Deficiencies,NH-16-153,5/4/16 0:00,12000,pfi0917nh_16_153.pdf,Hilaire Rehab & Nursing
479,8/11/14 0:00,Quality of Care,NH-16-063,1/21/16 0:00,10000,pfi0479nh_16_063.pdf,Hill Haven Nursing Home
479,,Quality of Care,NH-02-023,3/28/02 0:00,6000,pfi0479nh_02_023.pdf,Hill Haven Nursing Home
479,5/10/02 0:00,Quality of Care,NH-02-086,10/21/02 0:00,2000,pfi0479nh_02_086.pdf,Hill Haven Nursing Home
479,3/19/04 0:00,Quality of Care,NH-04-086,11/3/04 0:00,2000,pfi0479nh_04_086.pdf,Hill Haven Nursing Home
1712,2/27/06 0:00,Quality of Care,NH-07-017,3/19/07 0:00,2000,pfi1712nh_07_017.pdf,Holliswood Center for Rehabilitation and Healthcare
5546,4/11/11 0:00,Multiple Deficiencies,NH-12-037,8/24/12 0:00,4000,pfi5546nh_12_037.pdf,Hopkins Center for Rehabilitation and Healthcare
5546,2/29/12 0:00,Other Services,NH-15-006,6/24/15 0:00,10000,pfi5546nh_15_006.pdf,Hopkins Center for Rehabilitation and Healthcare
1731,12/26/08 0:00,Multiple Deficiencies,NH-10-030,9/13/10 0:00,14000,pfi1731nh_10_030.pdf,Horizon Care Center
1731,3/22/10 0:00,Quality of Care,NH-11-008,3/1/11 0:00,10000,pfi1731nh_11_008.pdf,Horizon Care Center
1731,6/11/03 0:00,Resident Rights,NH-04-055,8/2/04 0:00,3000,pfi1731nh_04_055.pdf,Horizon Care Center
871,,Multiple Deficiencies,NH-06-041,12/1/06 0:00,2000,pfi0871nh_06_041.pdf,"Hornell Gardens, LLC"
871,7/12/13 0:00,Multiple Deficiencies,NH-15-015,6/24/15 0:00,8000,pfi0871nh_15_015.pdf,"Hornell Gardens, LLC"
871,5/29/03 0:00,Resident Rights,NH-04-056,8/2/04 0:00,2000,pfi0871nh_04_056.pdf,"Hornell Gardens, LLC"
871,1/11/06 0:00,Quality of Care,NH-06-032,10/23/06 0:00,2000,pfi0871nh_06_032.pdf,"Hornell Gardens, LLC"
21,10/10/03 0:00,Multiple Deficiencies,NH-06-045,12/6/06 0:00,6000,pfi0021nh_06_045.pdf,Hudson Park Rehabilitation and Nursing Center
21,11/5/01 0:00,Quality of Care,NH-06-051,12/8/06 0:00,4000,pfi0021nh_06_051.pdf,Hudson Park Rehabilitation and Nursing Center
21,,Multiple Deficiencies,NH-16-137,3/15/16 0:00,18000,pfi0021nh_16_137.pdf,Hudson Park Rehabilitation and Nursing Center
21,9/20/13 0:00,Multiple Deficiencies,NH-16-179,6/28/16 0:00,14000,pfi0021nh_16_179.pdf,Hudson Park Rehabilitation and Nursing Center
21,6/30/08 0:00,Quality of Care,NH-10-017,4/30/10 0:00,6000,pfi0021nh_10_017.pdf,Hudson Park Rehabilitation and Nursing Center
21,12/12/08 0:00,Quality of Care,NH-10-018,4/30/10 0:00,2000,pfi0021nh_10_018.pdf,Hudson Park Rehabilitation and Nursing Center
21,,Multiple Deficiencies,NH-15-020,9/1/15 0:00,28000,pfi0021nh_15_020.pdf,Hudson Park Rehabilitation and Nursing Center
21,8/4/00 0:00,Multiple Deficiencies,NH-02-022,3/22/02 0:00,6000,pfi0021nh_02_022.pdf,Hudson Park Rehabilitation and Nursing Center
1003,3/19/13 0:00,Multiple Deficiencies,NH-16-175,6/28/16 0:00,12000,pfi1003nh_16_175.pdf,Hudson Valley Rehabilitation & Extended Care Center
244,1/27/17 0:00,Quality of Care,NH-17-028,5/15/17 0:00,2000,pfi0244nh_17_028.pdf,Humboldt House Rehabilitation and Nursing Center
7786,7/30/08 0:00,Quality of Care,NH-09-011,3/23/09 0:00,4000,pfi7786nh_09_011.pdf,Huntington Hills Center for Health and Rehabilitation
7786,10/11/13 0:00,Multiple Deficiencies,NH-16-003,1/4/16 0:00,12000,pfi7786nh_16_003.pdf,Huntington Hills Center for Health and Rehabilitation
59,12/5/13 0:00,Multiple Deficiencies,NH-16-023,1/4/16 0:00,4000,pfi0059nh_16_023.pdf,Ideal Senior Living Center
59,4/25/02 0:00,Quality of Care,NH-02-100,11/6/02 0:00,4000,pfi0059nh_02_100.pdf,Ideal Senior Living Center
6166,2/23/01 0:00,Multiple Deficiencies,NH-02-088,10/23/02 0:00,12000,pfi6166nh_02_088.pdf,Incarnation Childrens Center Inc
4156,7/26/02 0:00,Quality of Care,NH-02-108,12/6/02 0:00,2000,pfi4156nh_02_108.pdf,Ira Davenport Memorial Hospital SNF/HRF
4555,4/13/16 0:00,Multiple Deficiencies,NH-17-006,1/3/17 0:00,16000,pfi4555nh_17_006.pdf,Iroquois Nursing Home Inc
4555,1/22/09 0:00,Multiple Deficiencies,NH-10-035,9/28/10 0:00,12000,pfi4555nh_10_035.pdf,Iroquois Nursing Home Inc
656,4/13/11 0:00,Quality of Care,NH-14-003,5/2/14 0:00,10000,pfi0656nh_14_003.pdf,James Square Nursing and Rehabilitation Centre
656,12/20/13 0:00,Quality of Care,NH-15-028,9/15/15 0:00,2000,pfi0656nh_15_028.pdf,James Square Nursing and Rehabilitation Centre
656,10/29/15 0:00,Quality of Care,NH-16-158,5/4/16 0:00,10000,pfi0656nh_16_158.pdf,James Square Nursing and Rehabilitation Centre
656,10/6/10 0:00,Quality of Care,NH-11-064,11/23/11 0:00,10000,pfi0656nh_11_064.pdf,James Square Nursing and Rehabilitation Centre
656,10/25/16 0:00,Quality of Care,NH-17-031,4/17/17 0:00,10000,pfi0656nh_17_031.pdf,James Square Nursing and Rehabilitation Centre
656,3/22/16 0:00,Quality of Care,NH-16-203,10/24/16 0:00,10000,pfi0656nh_16_203.pdf,James Square Nursing and Rehabilitation Centre
656,,Multiple Deficiencies,NH-03-040,9/18/03 0:00,9500,pfi0656nh_03_040.pdf,James Square Nursing and Rehabilitation Centre
281,4/15/16 0:00,Quality of Care,NH-16-190,8/18/16 0:00,2000,pfi0281nh_16_190.pdf,Jennie B Richmond Chaffee Nursing Home Company Inc
281,11/23/01 0:00,Multiple Deficiencies,NH-02-073,9/27/02 0:00,4000,pfi0281nh_02_073.pdf,Jennie B Richmond Chaffee Nursing Home Company Inc
647,8/9/01 0:00,Quality of Care,NH-02-075,9/27/02 0:00,2000,pfi0647nh_02_075.pdf,Jewish Home of Central New York
604,5/21/07 0:00,Quality of Care,NH-07-092,11/19/07 0:00,2000,pfi0604nh_07_092.pdf,Katherine Luther Residential Health Care and Rehabilitation Center
604,8/19/11 0:00,Quality of Care,NH-13-020,11/6/13 0:00,10000,pfi0604nh_13_020.pdf,Katherine Luther Residential Health Care and Rehabilitation Center
604,5/23/11 0:00,Multiple Deficiencies,NH-13-009,2/4/13 0:00,12000,pfi0604nh_13_009.pdf,Katherine Luther Residential Health Care and Rehabilitation Center
604,,Multiple Deficiencies,NH-17-053,10/10/17 0:00,6000,pfi0604nh_17_053.pdf,Katherine Luther Residential Health Care and Rehabilitation Center
604,2/13/04 0:00,Quality of Care,NH-04-087,11/4/04 0:00,2000,pfi0604nh_04_087.pdf,Katherine Luther Residential Health Care and Rehabilitation Center
1093,4/11/02 0:00,Quality of Care,NH-03-007,2/4/03 0:00,2000,pfi1093nh_03_007.pdf,King Street Home Inc
841,1/23/15 0:00,Quality of Care,NH-17-007,1/3/17 0:00,2000,pfi0841nh_17_007.pdf,Kingsway Arms Nursing Center Inc
841,8/17/01 0:00,Quality of Care,NH-02-047,7/16/02 0:00,2000,pfi0841nh_02_047.pdf,Kingsway Arms Nursing Center Inc
3164,10/19/00 0:00,Quality of Care,NH-02-079,10/7/02 0:00,2000,pfi3164nh_02_079.pdf,Kirkhaven
3164,3/21/02 0:00,Quality of Care,NH-03-024,5/20/03 0:00,1000,pfi3164nh_03_024.pdf,Kirkhaven
469,11/21/00 0:00,Quality of Care,NH-02-066,9/11/02 0:00,2000,pfi0469nh_02_066.pdf,"Lakeside - Beikirch Care Center, Inc"
475,3/23/00 0:00,Quality of Care,NH-02-003,1/23/02 0:00,2000,pfi0475nh_02_003.pdf,Latta Road Nursing Home East
473,1/17/01 0:00,Quality of Care,NH-03-029,5/19/03 0:00,2000,pfi0473nh_03_029.pdf,Latta Road Nursing Home West
1707,,Multiple Deficiencies,NH-11-042,8/22/11 0:00,16000,pfi1707nh_11_042.pdf,"Lawrence Nursing Care Center, Inc"
1707,2/20/13 0:00,Quality of Care,NH-16-199,9/27/16 0:00,2000,pfi1707nh_16_199.pdf,"Lawrence Nursing Care Center, Inc"
1707,9/20/11 0:00,Quality of Care,NH-16-198,9/27/16 0:00,10000,pfi1707nh_16_198.pdf,"Lawrence Nursing Care Center, Inc"
384,11/17/06 0:00,Multiple Deficiencies,NH-07-049,6/12/07 0:00,4000,pfi0384nh_07_049.pdf,Lewis County General Hospital-Nursing Home Unit
384,10/25/00 0:00,Quality of Care,NH-02-015,2/21/02 0:00,4000,pfi0384nh_02_015.pdf,Lewis County General Hospital-Nursing Home Unit
390,1/9/08 0:00,Quality of Care,NH-08-057,9/5/08 0:00,2000,pfi0390nh_08_057.pdf,Livingston County Center for Nursing and Rehabilitation
390,5/22/13 0:00,Quality of Care,NH-16-080,1/13/16 0:00,2000,pfi0390nh_16_080.pdf,Livingston County Center for Nursing and Rehabilitation
390,7/7/11 0:00,Quality of Care,NH-13-013,3/11/13 0:00,2000,pfi0390nh_13_013.pdf,Livingston County Center for Nursing and Rehabilitation
156,6/7/07 0:00,Quality of Care,NH-07-091,11/19/07 0:00,5000,pfi0156nh_07_091.pdf,Livingston Hills Nursing and Rehabilitation Center
156,4/14/15 0:00,Quality of Care,NH-16-101,1/13/16 0:00,10000,pfi0156nh_16_101.pdf,Livingston Hills Nursing and Rehabilitation Center
156,,Multiple Deficiencies,NH-11-003,11/30/10 0:00,42000,pfi0156nh_11_003.pdf,Livingston Hills Nursing and Rehabilitation Center
156,9/15/10 0:00,Quality of Care,NH-12-013,3/12/12 0:00,2000,pfi0156nh_12_013.pdf,Livingston Hills Nursing and Rehabilitation Center
156,,Multiple Deficiencies,NH-12-025,4/20/12 0:00,16000,pfi0156nh_12_025.pdf,Livingston Hills Nursing and Rehabilitation Center
156,2/27/03 0:00,Quality of Care,NH-04-051,2/9/04 0:00,1000,pfi0156nh_04_051.pdf,Livingston Hills Nursing and Rehabilitation Center
156,11/21/03 0:00,Quality of Care,NH-04-072,10/6/04 0:00,2000,pfi0156nh_04_072.pdf,Livingston Hills Nursing and Rehabilitation Center
648,7/7/06 0:00,Quality of Care,NH-07-035,4/3/07 0:00,2000,pfi0648nh_07_035.pdf,Loretto Health and Rehabilitation Center
648,10/3/12 0:00,Multiple Deficiencies,NH-16-183,7/12/16 0:00,16000,pfi0648nh_16_183.pdf,Loretto Health and Rehabilitation Center
1372,,Multiple Deficiencies,NH-12-012,3/12/12 0:00,22000,pfi1372nh_12_012.pdf,"Lutheran Augustana Center for Extended Care & Rehabilitation, Inc"
7643,2/12/01 0:00,Resident Rights,NH-04-014,3/29/04 0:00,2000,pfi7643nh_04_014.pdf,"Lutheran Center at Poughkeepsie, Inc"
107,9/27/13 0:00,Multiple Deficiencies,NH-15-030,9/15/15 0:00,8000,pfi0107nh_15_030.pdf,Lutheran Retirement Home
520,4/10/07 0:00,Quality of Care,NH-07-080,10/23/07 0:00,1000,pfi0520nh_07_080.pdf,Lynbrook Restorative Therapy and Nursing
520,7/20/01 0:00,Resident Rights,NH-05-048,9/23/05 0:00,2000,pfi0520nh_05_048.pdf,Lynbrook Restorative Therapy and Nursing
681,12/13/13 0:00,Quality of Care,NH-16-102,1/13/16 0:00,10000,pfi0681nh_16_102.pdf,M.M. Ewing Continuing Care Center
681,6/24/11 0:00,Quality of Care,NH-13-012,3/11/13 0:00,10000,pfi0681nh_13_012.pdf,M.M. Ewing Continuing Care Center
681,9/25/12 0:00,Quality of Care,NH-15-007,6/24/15 0:00,2000,pfi0681nh_15_007.pdf,M.M. Ewing Continuing Care Center
681,2/1/02 0:00,Quality of Care,NH-02-064,9/6/02 0:00,2000,pfi0681nh_02_064.pdf,M.M. Ewing Continuing Care Center
810,9/27/06 0:00,Quality of Care,NH-07-037,3/20/07 0:00,1000,pfi0810nh_07_037.pdf,Maplewood Health Care and Rehabilitation Center
810,2/4/99 0:00,Quality of Care,NH-02-062,9/6/02 0:00,2000,pfi0810nh_02_062.pdf,Maplewood Health Care and Rehabilitation Center
462,10/18/02 0:00,Quality of Care,NH-06-038,11/20/06 0:00,1000,pfi0462nh_06_038.pdf,Maplewood Nursing Home Inc
462,10/11/01 0:00,Quality of Care,NH-02-028,4/23/02 0:00,2000,pfi0462nh_02_028.pdf,Maplewood Nursing Home Inc
1669,,Quality of Care,NH-16-089,1/13/16 0:00,20000,pfi1669nh_16_089.pdf,Margaret Tietz Center for Nursing Care Inc
492,4/3/13 0:00,Multiple Deficiencies,NH-16-108,3/1/16 0:00,8000,pfi0492nh_16_108.pdf,Marquis Rehabilitation & Nursing Center
1571,1/25/13 0:00,Other Services,NH-15-012,6/24/15 0:00,6000,pfi1571nh_15_012.pdf,Mary Manning Walsh Nursing Home Co Inc
1571,,Quality of Care,NH-05-008,3/1/05 0:00,3000,pfi1571nh_05_008.pdf,Mary Manning Walsh Nursing Home Co Inc
606,7/13/12 0:00,Quality of Care,NH-16-144,5/6/16 0:00,10000,pfi0606nh_16_144.pdf,Masonic Care Community of New York
606,3/15/02 0:00,Quality of Care,NH-02-114,12/20/02 0:00,2000,pfi0606nh_02_114.pdf,Masonic Care Community of New York
606,3/30/04 0:00,Quality of Care,NH-04-084,10/28/04 0:00,2000,pfi0606nh_04_084.pdf,Masonic Care Community of New York
509,,Quality of Care,NH-07-075,9/11/07 0:00,3000,pfi0509nh_07_075.pdf,Mayfair Care Center
509,4/19/07 0:00,Quality of Care,NH-08-025,4/14/08 0:00,1000,pfi0509nh_08_025.pdf,Mayfair Care Center
509,1/30/08 0:00,Quality of Care,NH-08-044,7/10/08 0:00,2000,pfi0509nh_08_044.pdf,Mayfair Care Center
509,,Quality of Care,NH-04-047,6/28/04 0:00,4000,pfi0509nh_04_047.pdf,Mayfair Care Center
1687,10/19/16 0:00,Multiple Deficiencies,NH-17-018,1/31/17 0:00,4000,pfi1687nh_17_018.pdf,Meadow Park Rehabilitation and Health Care Center LLC
6009,10/30/03 0:00,Quality of Care,NH-04-078,10/19/04 0:00,2000,pfi6009nh_04_078.pdf,"Meadowbrook Care Center, Inc"
140,10/31/02 0:00,Quality of Care,NH-07-083,10/19/07 0:00,5000,pfi0140nh_07_083.pdf,Meadowbrook Healthcare
140,1/31/08 0:00,Resident Rights,NH-08-061,9/29/08 0:00,1000,pfi0140nh_08_061.pdf,Meadowbrook Healthcare
140,2/26/15 0:00,Quality of Care,NH-16-067,1/13/16 0:00,12000,pfi0140nh_16_067.pdf,Meadowbrook Healthcare
140,7/21/00 0:00,Multiple Deficiencies,NH-02-010,1/28/02 0:00,4000,pfi0140nh_02_010.pdf,Meadowbrook Healthcare
6462,8/27/15 0:00,Multiple Deficiencies,NH-16-120,3/9/16 0:00,12000,pfi6462nh_16_120.pdf,Medford Multicare Center for Living
6462,1/23/15 0:00,Multiple Deficiencies,NH-16-157,5/4/16 0:00,12000,pfi6462nh_16_157.pdf,Medford Multicare Center for Living
6462,6/12/08 0:00,Other Services,NH-09-037,9/9/09 0:00,2000,pfi6462nh_09_037.pdf,Medford Multicare Center for Living
6462,4/1/09 0:00,Multiple Deficiencies,NH-11-025,5/24/11 0:00,12000,pfi6462nh_11_025.pdf,Medford Multicare Center for Living
6462,3/17/10 0:00,Quality of Care,NH-11-030,5/24/11 0:00,10000,pfi6462nh_11_030.pdf,Medford Multicare Center for Living
6462,8/27/15 0:00,Multiple Deficiencies,NH-16-129,4/6/16 0:00,12000,pfi6462nh_16_129.pdf,Medford Multicare Center for Living
6462,4/15/03 0:00,Quality of Care,NH-04-043,6/28/04 0:00,6000,pfi6462nh_04_043.pdf,Medford Multicare Center for Living
6462,9/29/04 0:00,Quality of Care,NH-05-049,9/23/05 0:00,2000,pfi6462nh_05_049.pdf,Medford Multicare Center for Living
719,10/23/03 0:00,Quality of Care,NH-04-049,2/6/04 0:00,2000,pfi0719nh_04_049.pdf,Medina Memorial Hospital SNF
320,4/26/12 0:00,Multiple Deficiencies,NH-16-113,3/9/16 0:00,10000,pfi0320nh_16_113.pdf,Mercy Living Center
320,10/24/03 0:00,Multiple Deficiencies,NH-05-012,4/1/05 0:00,4000,pfi0320nh_05_012.pdf,Mercy Living Center
2533,9/11/02 0:00,Quality of Care,NH-03-003,1/3/03 0:00,2000,pfi2533nh_03_003.pdf,Middletown Park Rehabilitation & Health Care Center
1704,9/20/01 0:00,Quality of Care,NH-04-045,6/28/04 0:00,2000,pfi1704nh_04_045.pdf,Midway Nursing Home
953,10/2/08 0:00,Quality of Care,NH-09-042,10/18/09 0:00,2000,pfi0953nh_09_042.pdf,Mills Pond Nursing and Rehabilitation Center
953,7/12/17 0:00,Multiple Deficiencies,NH-17-050,9/14/17 0:00,10000,pfi0953nh_17_050.pdf,Mills Pond Nursing and Rehabilitation Center
357,11/10/09 0:00,Quality of Care,NH-10-037,9/21/10 0:00,2000,pfi0357nh_10_037.pdf,Mohawk Valley Health Care Center
934,9/15/15 0:00,Multiple Deficiencies,NH-16-168,5/31/16 0:00,4000,pfi0934nh_16_168.pdf,Momentum at South Bay for Rehabilitation and Nursing
440,3/29/13 0:00,Multiple Deficiencies,NH-16-020,1/5/16 0:00,8000,pfi0440nh_16_020.pdf,Monroe Community Hospital
440,,Multiple Deficiencies,NH-05-007,2/7/05 0:00,3000,pfi0440nh_05_007.pdf,Monroe Community Hospital
1252,10/26/09 0:00,Multiple Deficiencies,NH-11-007,3/3/11 0:00,6000,pfi1252nh_11_007.pdf,Morningside Nursing and Rehabilitation Center
1252,4/7/03 0:00,Quality of Care,NH-04-062,9/7/04 0:00,2000,pfi1252nh_04_062.pdf,Morningside Nursing and Rehabilitation Center
731,,Quality of Care,NH-06-052,12/8/06 0:00,5000,pfi0731nh_06_052.pdf,Morningstar Residential Care Center
731,12/11/08 0:00,Quality of Care,NH-10-002,12/23/09 0:00,2000,pfi0731nh_10_002.pdf,Morningstar Residential Care Center
731,2/5/10 0:00,Multiple Deficiencies,NH-11-062,11/2/11 0:00,4000,pfi0731nh_11_062.pdf,Morningstar Residential Care Center
731,,Multiple Deficiencies,NH-03-005,1/8/03 0:00,4100,pfi0731nh_03_005.pdf,Morningstar Residential Care Center
1235,6/10/08 0:00,Quality of Care,NH-09-025,5/18/09 0:00,6000,pfi1235nh_09_025.pdf,Morris Park Nursing Home
1235,7/13/09 0:00,Multiple Deficiencies,NH-11-041,7/11/11 0:00,4000,pfi1235nh_11_041.pdf,Morris Park Nursing Home
1235,3/8/11 0:00,Quality of Care,NH-12-028,4/20/12 0:00,10000,pfi1235nh_12_028.pdf,Morris Park Nursing Home
1235,9/20/04 0:00,Quality of Care,NH-05-045,9/1/05 0:00,2000,pfi1235nh_05_045.pdf,Morris Park Nursing Home
1236,4/12/11 0:00,Multiple Deficiencies,NH-13-011,2/27/13 0:00,24000,pfi1236nh_13_011.pdf,Mosholu Parkway Nursing & Rehabilitation Center
171,3/20/07 0:00,Quality of Care,NH-08-003,1/3/08 0:00,2000,pfi0171nh_08_003.pdf,Mountainside Residential Care Center
171,11/7/01 0:00,Quality of Care,NH-02-032,5/9/02 0:00,6000,pfi0171nh_02_032.pdf,Mountainside Residential Care Center
6057,8/30/13 0:00,Quality of Care,NH-15-040,12/15/15 0:00,4000,pfi6057nh_15_040.pdf,MVHS Rehabilitation and Nursing Center
5710,8/24/11 0:00,Multiple Deficiencies,NH-14-007,9/19/14 0:00,6000,pfi5710nh_14_007.pdf,Nassau Rehabilitation & Nursing Center
5710,10/15/12 0:00,Quality of Care,NH-16-030,1/11/16 0:00,2000,pfi5710nh_16_030.pdf,Nassau Rehabilitation & Nursing Center
5710,7/25/01 0:00,Quality of Care,NH-04-013,3/25/04 0:00,2000,pfi5710nh_04_013.pdf,Nassau Rehabilitation & Nursing Center
331,10/8/10 0:00,Multiple Deficiencies,NH-12-005,2/6/12 0:00,20000,pfi0331nh_12_005.pdf,Nathan Littauer Hospital Nursing Home
331,2/1/12 0:00,Multiple Deficiencies,NH-15-008,6/24/15 0:00,12000,pfi0331nh_15_008.pdf,Nathan Littauer Hospital Nursing Home
1379,2/27/09 0:00,Quality of Care,NH-11-039,7/11/11 0:00,10000,pfi1379nh_11_039.pdf,"New Carlton Rehab and Nursing Center, LLC"
1578,1/29/10 0:00,Quality of Care,NH-11-051,8/25/11 0:00,12000,pfi1578nh_11_051.pdf,New East Side Nursing Home
1606,8/23/13 0:00,Multiple Deficiencies,NH-16-021,1/5/16 0:00,12000,pfi1606nh_16_021.pdf,New Gouverneur Hospital SNF
448,1/14/05 0:00,Quality of Care,NH-06-048,12/8/06 0:00,2000,pfi0448nh_06_048.pdf,New Roc Nursing and Rehabilitation Center
448,9/13/06 0:00,Quality of Care,NH-07-027,3/19/07 0:00,1000,pfi0448nh_07_027.pdf,New Roc Nursing and Rehabilitation Center
448,9/14/11 0:00,Multiple Deficiencies,NH-14-004,6/24/14 0:00,12000,pfi0448nh_14_004.pdf,New Roc Nursing and Rehabilitation Center
448,,Physical Environment,NH-17-044,8/7/17 0:00,2000,pfi0448nh_17_044.pdf,New Roc Nursing and Rehabilitation Center
448,,Multiple Deficiencies,NH-05-024,5/26/05 0:00,13000,pfi0448nh_05_024.pdf,New Roc Nursing and Rehabilitation Center
448,4/30/03 0:00,Resident Rights,NH-05-025,5/26/05 0:00,4000,pfi0448nh_05_025.pdf,New Roc Nursing and Rehabilitation Center
448,2/24/04 0:00,Quality of Care,NH-05-027,6/6/05 0:00,5000,pfi0448nh_05_027.pdf,New Roc Nursing and Rehabilitation Center
1752,3/12/12 0:00,Multiple Deficiencies,NH-16-039,1/5/16 0:00,4000,pfi1752nh_16_039.pdf,"New Vanderbilt Rehabilitation and Care Center, Inc"
6300,11/20/07 0:00,Quality of Care,NH-09-030,7/9/09 0:00,8000,pfi6300nh_09_030.pdf,New York State Veterans Home at Montrose
6300,8/27/09 0:00,Multiple Deficiencies,NH-12-045,12/5/12 0:00,8000,pfi6300nh_12_045.pdf,New York State Veterans Home at Montrose
1031,,Multiple Deficiencies,NH-02-050,7/17/02 0:00,4000,pfi1031nh_02_050.pdf,Newark Manor Nursing Home Inc
1031,4/19/02 0:00,Quality of Care,NH-02-083,10/16/02 0:00,4000,pfi1031nh_02_083.pdf,Newark Manor Nursing Home Inc
1031,2/11/04 0:00,Quality of Care,NH-04-098,11/26/04 0:00,2000,pfi1031nh_04_098.pdf,Newark Manor Nursing Home Inc
586,12/19/11 0:00,Quality of Care,NH-16-086,1/13/16 0:00,10000,pfi0586nh_16_086.pdf,Newfane Rehab & Health Care Center
586,4/11/08 0:00,Quality of Care,NH-09-028,6/10/09 0:00,2000,pfi0586nh_09_028.pdf,Newfane Rehab & Health Care Center
586,12/5/02 0:00,Quality of Care,NH-04-069,9/28/04 0:00,2000,pfi0586nh_04_069.pdf,Newfane Rehab & Health Care Center
580,8/13/15 0:00,Multiple Deficiencies,NH-16-139,4/4/16 0:00,14000,pfi0580nh_16_139.pdf,Niagara Rehabilitation and Nursing Center
580,1/21/16 0:00,Quality of Care,NH-16-176,6/28/16 0:00,10000,pfi0580nh_16_176.pdf,Niagara Rehabilitation and Nursing Center
580,6/13/17 0:00,Administration,NH-17-049,8/23/17 0:00,10000,pfi0580nh_17_049.pdf,Niagara Rehabilitation and Nursing Center
1583,1/2/03 0:00,Quality of Care,NH-04-017,3/25/04 0:00,2000,pfi1583nh_04_017.pdf,North Gate Health Care Facility
4066,1/18/02 0:00,Quality of Care,NH-04-044,6/28/04 0:00,1000,pfi4066nh_04_044.pdf,North Shore-LIJ Orzac Center for Rehabilitation
1150,8/9/01 0:00,Quality of Care,NH-02-101,11/6/02 0:00,1000,pfi1150nh_02_101.pdf,North Westchester Restorative Therapy and Nursing Center
7758,2/17/06 0:00,Resident Rights,NH-07-014,2/7/07 0:00,1000,pfi7758nh_07_014.pdf,Northeast Center for Rehabilitation and Brain Injury
7758,5/21/03 0:00,Multiple Deficiencies,NH-05-020,5/26/05 0:00,4000,pfi7758nh_05_020.pdf,Northeast Center for Rehabilitation and Brain Injury
7758,,Multiple Deficiencies,NH-05-021,5/26/05 0:00,16000,pfi7758nh_05_021.pdf,Northeast Center for Rehabilitation and Brain Injury
7758,4/24/02 0:00,Multiple Deficiencies,NH-05-022,5/26/05 0:00,4000,pfi7758nh_05_022.pdf,Northeast Center for Rehabilitation and Brain Injury
784,4/16/14 0:00,Quality of Care,NH-16-107,2/17/16 0:00,10000,pfi0784nh_16_107.pdf,Northern Manor Geriatric Center Inc
784,1/28/15 0:00,Quality of Care,NH-16-006,1/5/16 0:00,10000,pfi0784nh_16_006.pdf,Northern Manor Geriatric Center Inc
774,,Multiple Deficiencies,NH-07-041,5/29/07 0:00,3500,pfi0774nh_07_041.pdf,"Northern Riverview Health Care Center, Inc"
774,4/8/10 0:00,Multiple Deficiencies,NH-11-033,5/24/11 0:00,24000,pfi0774nh_11_033.pdf,"Northern Riverview Health Care Center, Inc"
774,5/6/11 0:00,Multiple Deficiencies,NH-13-007,1/31/13 0:00,16000,pfi0774nh_13_007.pdf,"Northern Riverview Health Care Center, Inc"
